project_id,path,path_with_namespace,web_url,last_activity_at,namespace_kind,namespace_full_path,archived,visibility,slack_id,title,slug,created_at,updated_at,active,commit_events,push_events,issues_events,alert_events,confidential_issues_events,merge_requests_events,tag_push_events,deployment_events,note_events,confidential_note_events,pipeline_events,wiki_page_events,job_events,comment_on_event_enabled,vulnerability_events
720,can-reader,viriciti/cs/can-reader,https://git.viriciti.com/viriciti/cs/can-reader,2021-10-25T09:00:40.875Z,group,viriciti/cs,FALSE,internal,3759,Slack notifications,slack,2019-09-04T14:36:57.079Z,2019-09-04T14:36:57.079Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
719,ftp-s3-proxy,viriciti/cs/ftp-s3-proxy,https://git.viriciti.com/viriciti/cs/ftp-s3-proxy,2020-01-17T12:35:47.859Z,group,viriciti/cs,FALSE,internal,3758,Slack notifications,slack,2019-09-04T13:57:51.800Z,2019-09-04T13:57:51.800Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
718,bundle-server,viriciti/core/bundle-server,https://git.viriciti.com/viriciti/core/bundle-server,2024-01-10T16:15:00.533Z,group,viriciti/core,FALSE,internal,3756,Slack notifications,slack,2019-09-04T12:29:18.605Z,2019-09-04T12:29:18.605Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
716,logger,viriciti/cs/logger,https://git.viriciti.com/viriciti/cs/logger,2023-03-15T11:49:22.203Z,group,viriciti/cs,FALSE,internal,3753,Slack notifications,slack,2019-09-03T17:30:35.774Z,2019-09-03T17:30:35.774Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
715,anubis,vems/anubis,https://git.viriciti.com/vems/anubis,2019-09-17T14:35:33.062Z,group,vems,TRUE,private,3750,Slack notifications,slack,2019-08-28T11:09:24.770Z,2019-08-28T11:09:24.770Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
714,cs-userlogs,viriciti/cs/front-end/cs-userlogs,https://git.viriciti.com/viriciti/cs/front-end/cs-userlogs,2022-12-09T12:52:30.638Z,group,viriciti/cs/front-end,FALSE,internal,3749,Slack notifications,slack,2019-08-28T08:26:08.590Z,2019-08-28T08:26:08.590Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
713,kernel-updater,viriciti/datahub/kernel-updater,https://git.viriciti.com/viriciti/datahub/kernel-updater,2019-11-07T15:51:39.971Z,group,viriciti/datahub,FALSE,private,3748,Slack notifications,slack,2019-08-27T10:04:13.431Z,2019-08-27T10:04:13.431Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
712,amd64-alpine-node,datahub/amd64-alpine-node,https://git.viriciti.com/datahub/amd64-alpine-node,2019-09-19T09:28:02.368Z,group,datahub,TRUE,private,3747,Slack notifications,slack,2019-08-26T13:36:30.755Z,2019-08-26T13:36:30.755Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
709,vc-product-component-kit,viriciti/user-interface/vc-product-component-kit,https://git.viriciti.com/viriciti/user-interface/vc-product-component-kit,2020-05-13T13:38:16.909Z,group,viriciti/user-interface,FALSE,internal,3744,Slack notifications,slack,2019-08-23T09:23:11.988Z,2019-09-26T09:01:22.061Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
708,getserialbyvid-rs,dan_v/getserialbyvid-rs,https://git.viriciti.com/dan_v/getserialbyvid-rs,2019-08-22T08:19:03.117Z,user,dan_v,FALSE,internal,3743,Slack notifications,slack,2019-08-22T08:19:03.265Z,2019-08-22T08:19:03.265Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
707,stats,viriciti/datahub/xs/stats,https://git.viriciti.com/viriciti/datahub/xs/stats,2020-11-23T12:20:41.298Z,group,viriciti/datahub/xs,FALSE,private,3742,Slack notifications,slack,2019-08-22T08:07:05.995Z,2019-08-22T08:07:05.995Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
706,key-on-demand,livetech/deployment/key-on-demand,https://git.viriciti.com/livetech/deployment/key-on-demand,2023-05-25T10:51:30.184Z,group,livetech/deployment,FALSE,private,3741,Slack notifications,slack,2019-08-22T06:41:33.802Z,2019-08-22T06:41:33.802Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
705,docs,viriciti/sdk/docs,https://git.viriciti.com/viriciti/sdk/docs,2023-12-20T15:36:30.798Z,group,viriciti/sdk,FALSE,internal,3740,Slack notifications,slack,2019-08-21T18:08:20.670Z,2019-08-21T18:08:20.670Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
704,sensord,viriciti/datahub/sensord,https://git.viriciti.com/viriciti/datahub/sensord,2022-01-01T00:10:10.869Z,group,viriciti/datahub,FALSE,internal,3738,Slack notifications,slack,2019-08-20T15:00:30.256Z,2019-08-20T15:00:30.256Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
703,rootfs-updater,viriciti/datahub/rootfs-updater,https://git.viriciti.com/viriciti/datahub/rootfs-updater,2020-01-21T13:34:41.118Z,group,viriciti/datahub,FALSE,private,3737,Slack notifications,slack,2019-08-20T10:16:20.496Z,2019-08-20T10:16:20.496Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
700,pilot-images,livetech/deployment/pilot-images,https://git.viriciti.com/livetech/deployment/pilot-images,2019-08-29T11:30:49.348Z,group,livetech/deployment,FALSE,private,3732,Slack notifications,slack,2019-08-14T08:08:54.223Z,2019-08-14T08:08:54.223Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
699,merge,viriciti/tools/merge,https://git.viriciti.com/viriciti/tools/merge,2019-08-13T17:39:08.419Z,group,viriciti/tools,FALSE,private,3731,Slack notifications,slack,2019-08-13T17:39:08.575Z,2019-08-13T17:39:08.575Z,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
